training-example,training-instance-global,training-instance-local,token,label:thematic,label:token
1000,1581,45,-,delimiter:thematic,delimiter:thematic
1000,1582,46,Single,subj:marital-status,t:person:IS_SINGLE
1000,1583,47,-,delimiter:thematic,delimiter:thematic
1000,1584,48,Works,subj:occupation,t:work:WORKS_FOR
1000,1585,49,now,subj:occupation,t:work:WORKS_FOR
1000,1586,50,for,subj:occupation,t:work:WORKS_FOR
1000,1587,51,Mr,subj:occupation,t:work:EMPLOYER_NAME
1000,1588,52,Smith,subj:occupation,t:work:EMPLOYER_NAME
1000,1589,53,at,subj:occupation,t:work:EMPLOYER_NAME
1000,1590,54,Factoryville,subj:occupation,t:work:EMPLOYER_NAME
1000,1591,55,",",subj:occupation,t:work:EMPLOYER_NAME
1000,1592,56,Staten,subj:occupation,t:work:EMPLOYER_NAME
1000,1593,57,Island,subj:occupation,t:work:EMPLOYER_NAME
1000,1594,58,END,END,END
13000,1595,0,START,START,START
13000,1596,1,Nat,subj:native-of,t:rel:IS_NATIVE_OF
13000,1597,2,of,subj:native-of,t:rel:IS_NATIVE_OF
13000,1598,3,Rathfarnham,subj:native-of,t:location:NAME
13000,1599,4,",",subj:native-of,t:location:NAME
13000,1600,5,Co,subj:native-of,t:location:NAME
13000,1601,6,Dublin,subj:native-of,t:location:NAME
13000,1602,7,",",subj:native-of,t:location:NAME
13000,1603,8,Ire,subj:native-of,t:location:NAME
13000,1604,9,",",delimiter:thematic,delimiter:thematic
13000,1605,10,Arr,subj:emigration-event,t:emigration:ARRIVED
13000,1606,11,Jun,subj:emigration-event,t:time:MONTH
13000,1607,12,,subj:emigration-event,t:time:YEAR
13000,1608,13,52,subj:emigration-event,t:time:YEAR
13000,1609,14,per,subj:emigration-event,t:emigration:VIA
13000,1610,15,A,subj:emigration-event,t:emigration:VESSEL
13000,1611,16,-,subj:emigration-event,t:emigration:VESSEL
13000,1612,17,Z,subj:emigration-event,t:emigration:VESSEL
13000,1613,18,fr,subj:emigration-event,t:emigration:VESSEL_HAS_ORIGIN
13000,1614,19,LP,subj:emigration-event,t:location:NAME
13000,1615,20,",",delimiter:thematic,delimiter:thematic
13000,1616,21,Par,fam:parents,t:person:PARENTS
13000,1617,22,in,fam:parents,t:person:LOCATED_IN
13000,1618,23,Ire,fam:parents,t:location:NAME
13000,1619,24,",",fam:parents,t:DELIMITER
13000,1620,25,Fa,fam:parents,t:person:FATHER
13000,1621,26,Edw,fam:parents,t:person:NAME
13000,1622,27,",",fam:parents,t:DELIMITER
13000,1623,28,Mo,fam:parents,t:person:MOTHER
13000,1624,29,Mary,fam:parents,t:person:NAME
13000,1625,30,Hood,fam:parents,t:person:NAME
13000,1626,31,",",delimiter:thematic,delimiter:thematic
13000,1627,32,5,fam:siblings,t:person:NUMBER
13000,1628,33,Sis,fam:siblings,t:person:SISTERS
13000,1629,34,",",fam:siblings,t:DELIMITER
13000,1630,35,Mary,fam:siblings,t:person:NAME
13000,1631,36,",",fam:siblings,t:DELIMITER
13000,1632,37,Ellen,fam:siblings,t:person:NAME
13000,1633,38,",",fam:siblings,t:DELIMITER
13000,1634,39,Sarah,fam:siblings,t:person:NAME
13000,1635,40,in,fam:siblings,t:person:LOCATED_IN
13000,1636,41,NY,fam:siblings,t:location:NAME
13000,1637,42,",",delimiter:thematic,delimiter:thematic
13000,1638,43,Single,subj:marital-status,t:person:IS_SINGLE
13000,1639,44,END,END,
